"whichdata","allgenes","allprobes","pvalslog","pvalslogcorrected","pvalscox","pvalscoxcorrected","hazard"
"ESCA","CADM1","cg27029179","0.865825812211588","0.942859434058032","0.865860453853428","0.944648127463118","1.08399103576391"
"ESCA","CADM1","cg10193817","0.930854756404932","0.966400328098501","0.930859567245814","0.968786529241658","0.959553229184751"
"ESCA","CADM1","cg10553088","0.174372726815523","0.502176357863333","0.179394448901425","0.521753657077165","1.76425492573083"
"ESCA","CADM1","cg02788102","0.230868574760154","0.55816990811354","0.238080171394554","0.578844419587299","1.81114104888531"
"ESCA","CADM1","cg02642914","0.0986673240441992","0.387739484120181","0.10546582937664","0.420075761076447","2.12907625505266"
"ESCA","CADM1","cg10043753","0.363487171934124","0.692009815192163","0.366584835811298","0.701380650801543","1.50648674876057"
"ESCA","CADM1","cg14944514","0.501887401897467","0.784845554641102","0.504118174189915","0.788313555079015","1.37323985163332"
"ESCA","CADM1","cg22207272","0.0331409268402581","0.233347176960208","0.0393301839994057","0.285711284589042","2.66187828960447"
"ESCA","CADM3","cg03951219","0.207399525902761","0.537956827672723","0.211758423818508","0.557883739880598","1.79766966278882"
"ESCA","CD40","cg22232207","0.551747646294837","0.813133708555719","0.552987747841351","0.820404802668671","0.758265996151773"
"ESCA","CD40","cg11841529","0.743594288191742","0.906899752457517","0.74378561411284","0.907595566544324","1.15283871229518"
"ESCA","CD40","cg17929951","0.378134720510718","0.703443186485778","0.380862750222841","0.711548387583091","1.47662065776099"
"ESCA","CD40","cg01943874","0.343830925699092","0.679522260759459","0.348101106893442","0.689820054914796","0.629461476610949"
"ESCA","CD40","cg19785066","0.976588430878765","0.989082279274735","0.97658862142887","0.990070431560761","0.985684728129692"
"ESCA","CD40","cg06571407","0.468462012111635","0.761930359650472","0.470758571843728","0.766838653417055","0.699734795029017"
"ESCA","CD40","cg19839655","0.92919284007595","0.966299354439934","0.929197948689154","0.968017027302124","1.04331083322439"
"ESCA","CD40","cg09053081","0.421660138998738","0.731832589842713","0.423869830261754","0.736755991949055","1.42972258763721"
"ESCA","CD40","cg25239996","0.511639179787299","0.790904016438662","0.513352386709019","0.795785183417016","1.37785945673734"
"ESCA","CDH2","cg14312538","0.427684818457963","0.732550527242137","0.429611628660432","0.738937133168562","1.45579223509999"
"ESCA","CDH2","cg06090660","0.938998241460634","0.967827134838811","0.944516873793443","0.974369909312814","0.967334975320485"
"ESCA","CDH2","cg12208258","0.436609765645393","0.735216712496484","0.443954126566592","0.74627481933583","0.682418392265596"
"ESCA","CDH2","cg22679003","0.561444590192186","0.821540963232651","0.56245345358614","0.826103509954643","1.30905154765206"
"ESCA","CDH2","cg12169536","0.349569753257578","0.682299767570854","0.352861030286789","0.694491977532625","1.52423375155607"
"ESCA","CDH2","cg13464915","0.324403067661416","0.656064723755876","0.328641311360249","0.669681028703692","0.626632774151645"
"ESCA","CDH2","cg27593384","0.059615142388441","0.300705730060583","0.0657161175268194","0.339444169731606","2.25192968642312"
"ESCA","CDH2","cg02840109","0.753592247413861","0.906899752457517","0.739318474394012","0.907595566544324","1.15672807811715"
"ESCA","CDH2","cg09313439","0.678502447928796","0.879956265249819","0.67938166347432","0.883045856838857","1.20494637141738"
"ESCA","CLDN1","cg00804587","0.175710725822053","0.504792427483893","0.182583903217492","0.523258747025738","1.8753862153271"
"ESCA","CLDN9","cg04715503","0.407314253033049","0.717647476727939","0.410600026508337","0.726588902330265","0.676693140050173"
"ESCA","CNTN1","cg08990926","0.559971800964481","0.820407563757188","0.561313870759775","0.825461574646728","0.772405290138973"
"ESCA","CNTN1","cg22560190","0.114936823063813","0.419826572946634","0.122194669306895","0.448683551361254","2.06245141828091"
"ESCA","CNTN1","cg15087347","0.836115177876036","0.932101834918731","0.83626603145512","0.934042383041603","1.09874766031732"
"ESCA","CNTN1","cg09143195","0.532895478058553","0.805670732184439","0.534212453791993","0.808891279904113","1.33664316339138"
"ESCA","CNTN1","cg14625113","0.140195696266307","0.454718635387754","0.148988111005425","0.484331203934948","0.479395698360613"
"ESCA","CNTN1","cg02622052","0.116966095352785","0.420570535330935","0.129247634667321","0.461598695240431","0.467555911130009"
"ESCA","CNTN1","cg14243778","0.0497482336130277","0.279499223151588","0.0570597971340544","0.323335627188125","0.409881051267964"
"ESCA","CNTN1","cg02033213","0.399671115677626","0.710459244964009","0.402611545699051","0.720043479750967","0.67728101999477"
"ESCA","CNTN1","cg23500059","0.126015322447929","0.434217020165152","0.136230001143991","0.469414226815806","0.446900343754989"
"ESCA","CNTN1","cg00596508","0.426676282716431","0.732550527242137","0.425526727695769","0.737454137230867","1.43107042759207"
"ESCA","CNTN1","cg27352992","0.979128634324112","0.990082741248564","0.974167057346391","0.988468300848022","1.01514020530565"
"ESCA","CNTN1","cg14436862","0.246330747462211","0.57461160868741","0.252765189525724","0.590455462609793","0.592464010548228"
"ESCA","HLA-DPA1","cg00750366","0.373618024549914","0.700288606460147","0.377873660838018","0.708136445749076","0.627719678746284"
"ESCA","HLA-E","cg21758773","0.313052333477886","0.648905566857134","0.320093983442177","0.662172287921058","1.53002276173189"
"ESCA","ITGA4","cg21995919","0.957299206654349","0.979458777825305","0.963121303118926","0.981471827245418","0.978242594941565"
"ESCA","MPZ","cg10896862","0.683599887801124","0.884614392253657","0.683610572580478","0.885985620576619","0.81511170302957"
"ESCA","NCAM1","cg12040830","0.186725854560252","0.515030232648582","0.191839368770744","0.533227375455727","1.85428944274886"
"ESCA","NCAM1","cg07749724","0.709735021265935","0.892548502226628","0.710008112395642","0.893913699987968","1.16875934963138"
"ESCA","NCAM1","cg10980774","0.769540316740843","0.907915617060064","0.769688187777121","0.91197513384184","1.13772654032486"
"ESCA","NCAM2","cg15681537","0.0761241520203488","0.339485312689913","0.0827921724371709","0.378183219527214","2.22521542980335"
"ESCA","NFASC","cg24085946","0.916089421358089","0.956804506751782","0.916097414491456","0.958516885153571","0.95040628698355"
"ESCA","NFASC","cg17042926","0.49071986004177","0.773954141676617","0.494132768027251","0.779336916016134","1.39128096002421"
"ESCA","NLGN1","cg16419629","0.934423782890344","0.966400328098501","0.940834422138213","0.972278316633597","0.967753345538607"
"ESCA","NLGN1","cg01946530","0.764242449105894","0.907915617060064","0.764909031397388","0.90998868314059","0.887977693082871"
"ESCA","NLGN1","cg11733675","0.389702750418163","0.707424094348212","0.392326027326671","0.715526318477112","1.42434873227355"
"ESCA","NLGN1","cg27315556","0.770158720245979","0.907915617060064","0.778197119626564","0.912758948179528","0.879939051944134"
"ESCA","NLGN1","cg07489890","0.583112081974446","0.833958388968262","0.584213882573173","0.836588851583251","1.26551676902972"
"ESCA","NLGN1","cg06304401","0.123607743863338","0.433549549371409","0.127930510780058","0.458287652946853","1.87782073206091"
"ESCA","NLGN1","cg13238990","0.247941748628263","0.57575406054982","0.251133776357886","0.588986401637756","1.59587029831913"
"ESCA","NLGN4X","cg19743317","0.777600625895437","0.9100405731346","0.777745998668574","0.912758948179528","0.878265104616352"
"ESCA","NLGN4X","cg01679167","0.829697255771493","0.929355839400862","0.829849636185803","0.930821820591804","0.908773418977517"
"ESCA","NLGN4X","cg21142738","0.781354093881582","0.910804623324265","0.781477022866898","0.912758948179528","0.887502784063658"
"ESCA","NLGN4X","cg20303283","0.314545990854986","0.650689329673607","0.315627537424758","0.659102301466986","1.4900331218325"
"ESCA","NLGN4X","cg17811446","0.534297705365673","0.805670732184439","0.53302790726373","0.808891279904113","1.30557497369716"
"ESCA","NRCAM","cg17583077","0.85299167977306","0.935821870899482","0.853033270794351","0.937650714100327","0.919927581196959"
"ESCA","NRXN1","cg17677030","0.0712079792154249","0.332021331659223","0.0773696756268467","0.367114932300878","2.23583800972843"
"ESCA","NRXN1","cg07529754","0.312985163416861","0.648905566857134","0.316930042833061","0.659102301466986","1.57395293162947"
"ESCA","NRXN1","cg17526573","0.892267303635691","0.951064297866056","0.899304773823117","0.952784781934138","0.945605443927869"
"ESCA","NRXN1","cg13906811","0.584125748187983","0.833958388968262","0.581261146676636","0.836588851583251","1.26046063220714"
"ESCA","NRXN2","cg11892836","0.675535099076642","0.879683001616906","0.675973570454287","0.882612351941945","0.827710178657061"
"ESCA","NRXN2","cg01579950","0.0163501361686403","0.167479969353733","0.0232926840532077","0.229990787920329","3.3784984735601"
"ESCA","NRXN2","cg17236169","0.628999141527248","0.854420799184412","0.625292442125234","0.854494498914961","1.24766637204254"
"ESCA","NRXN3","cg04272011","0.843209756267113","0.935139084397731","0.84362139591427","0.936945838624124","1.09036233779832"
"ESCA","NRXN3","cg22892860","0.980094789262825","0.99020754719159","0.980094879007284","0.992768519684102","1.01059742607017"
"ESCA","NRXN3","cg07231787","0.433894975127384","0.734620455006738","0.434295549222919","0.740515399361929","1.40763459278417"
"ESCA","NRXN3","cg21918126","0.388326003214656","0.707424094348212","0.38957366958028","0.715526318477112","1.44486557669914"
"ESCA","NRXN3","cg04324727","0.0135666261189661","0.149737546129192","0.0166725847120808","0.19990088812954","2.58786834155587"
"ESCA","PTPRM","cg24973298","0.625198311402043","0.852715971591414","0.625489049173752","0.854494498914961","0.803246300345748"
"ESCA","SDC1","cg22344841","0.967097381569074","0.981598597397763","0.967097900777577","0.982993108489319","0.979847837421546"
"HNSC","CD6","cg26427109","0.0577838623271928","0.300705730060583","0.0622432593463188","0.334031844722963","0.516978388252751"
"HNSC","CDH4","cg07198552","0.574704557436082","0.832281961694693","0.576611835203923","0.835292534806337","0.84478447679298"
"HNSC","CDH4","cg18092028","0.600451339078867","0.844816277863532","0.600822128747265","0.846482015920907","0.852510746389603"
"HNSC","CLDN1","cg25330387","0.693005511962422","0.886051661105381","0.693057929880524","0.88844387895768","0.88756883036205"
"HNSC","CLDN1","cg00804587","0.122601480192616","0.432602820499472","0.125660412149459","0.454310720848045","0.631201014423831"
"HNSC","CNTN1","cg14625113","0.450676546644352","0.745837946911427","0.450699698758517","0.749402727974024","1.23564501498582"
"HNSC","HLA-A","cg17608381","0.0652471281976231","0.316255050514008","0.0698889410547963","0.347964007370278","0.526183369692889"
"HNSC","HLA-A","cg11946459","0.2460168859127","0.57461160868741","0.24830843606694","0.588348535085548","0.678004647446277"
"HNSC","HLA-C","cg11187245","0.169194458380273","0.489760457782428","0.172285610146034","0.51510328733229","0.640809846164855"
"HNSC","HLA-C","cg17096289","0.386484516081732","0.707424094348212","0.387991822049278","0.715526318477112","1.32048336923594"
"HNSC","HLA-C","cg23923934","0.03969946702536","0.251551779077152","0.0426997297914905","0.290012615635846","0.53682617581784"
"HNSC","HLA-C","cg25954539","0.258757580879454","0.589225111498757","0.260187530470658","0.597110055279341","0.692511001263662"
"HNSC","HLA-DMB","cg20600379","0.000581120584072143","0.0148438410061906","0.00104827045907777","0.0286445997538693","0.331053317476253"
"HNSC","HLA-DMB","cg07623567","0.00188167365565235","0.0370537609015754","0.00299307612946848","0.0630061433352822","0.34250824732462"
"HNSC","HLA-DPA1","cg09321817","0.162571815999617","0.489760457782428","0.16551359400784","0.50761593722858","0.645867020747691"
"HNSC","HLA-DPA1","cg01804934","0.0251090783793096","0.196872329578947","0.0281774386663811","0.244950447127117","0.489642335539592"
"HNSC","HLA-E","cg00340855","0.0532609378328384","0.28839447904878","0.0566723396598872","0.323335627188125","0.555044081241183"
"HNSC","HLA-E","cg21758773","0.420632444609084","0.731128879313127","0.421968631821266","0.734537988725907","0.76768954981825"
"HNSC","HLA-E","cg11594821","0.627018382514878","0.852715971591414","0.626364168890152","0.854494498914961","0.861325434471778"
"HNSC","ICAM2","cg24080793","0.897057843586092","0.951064297866056","0.897574815977456","0.952784781934138","0.960857830554651"
"HNSC","ICAM2","cg16047144","0.31786684380718","0.652483873239908","0.320096901735456","0.662172287921058","0.741138793332479"
"HNSC","ITGA4","cg06952671","0.0737028720570626","0.33747637806528","0.0774846835835045","0.367114932300878","0.565395462346617"
"HNSC","ITGA4","cg21995919","0.807279271971084","0.922901536941776","0.808570000789579","0.924380374609995","0.927109650240023"
"HNSC","ITGA4","cg25024074","0.441897918019604","0.739463717720429","0.443008750393747","0.745752552596924","0.77979026415528"
"HNSC","JAM3","cg03304528","0.340748412940497","0.676316529062643","0.342540381806364","0.683336075759725","1.35283648002688"
"HNSC","NEGR1","cg05352161","0.011417715454312","0.13689607815119","0.0135730746798146","0.171487771492282","2.20925063221382"
"HNSC","NLGN4X","cg01679167","0.210016430018037","0.541160757173671","0.213565853834375","0.557932770044304","1.5584052188902"
"HNSC","NLGN4X","cg21142738","0.0248425445938428","0.196872329578947","0.0281810313183675","0.244950447127117","2.10774597519454"
"HNSC","NLGN4X","cg17811446","0.889414397883975","0.951064297866056","0.89094936541953","0.952784781934138","0.949386433570633"
"HNSC","NRCAM","cg18893000","0.11538966695665","0.419826572946634","0.118601806164174","0.442403562675886","0.614150739759344"
"HNSC","PTPRM","cg24973298","0.77230900641442","0.907915617060064","0.772396727668043","0.91197513384184","1.10293619822176"
"HNSC","SDC2","cg25664438","0.43860180847923","0.736224464232994","0.439745779850868","0.741884114040511","0.779892536686764"
"HNSC","SDC2","cg13096260","0.391286296793293","0.707424094348212","0.392771214409785","0.715526318477112","0.755431962887981"
"HNSC","VCAN","cg00567749","0.224577134919876","0.550893806953766","0.226430251493732","0.568584752374914","0.679390621135896"
"KIRC","CD2","cg00027570","0.0297415193551872","0.219787957499025","0.0362661295752486","0.271074862776064","0.365822427250504"
"KIRC","CD2","cg16719404","0.401604966122371","0.71281848216584","0.405644755018414","0.722621922250743","1.37225308353873"
"KIRC","CD28","cg04098585","0.656028442885244","0.869053010993476","0.656574466435174","0.871586845037691","1.22825212415917"
"KIRC","CD28","cg22309950","0.169227868816737","0.489760457782428","0.175635865512615","0.517789156936297","1.86228331562855"
"KIRC","CD28","cg13790288","0.724447586826463","0.900768163514386","0.724711127142211","0.903965577910932","0.855917897994483"
"KIRC","CD28","cg02099418","0.710255450281507","0.892548502226628","0.705703154364312","0.893913699987968","0.866179072526041"
"KIRC","CD6","cg13014558","0.35224274396208","0.685596443285588","0.355433607253723","0.696941639569385","1.49405273583887"
"KIRC","CD6","cg26427109","0.0136356744134669","0.149737546129192","0.0180437954443709","0.207857447520939","2.92429386860045"
"KIRC","CD86","cg16331599","0.0101094569350735","0.123083362405489","0.0139958605021144","0.174850691825118","2.9150007946909"
"KIRC","CDH2","cg22332722","0.479134423828801","0.764922483694078","0.480931528197445","0.771279813185724","0.748545251570987"
"KIRC","CDH5","cg05410910","0.828622147739138","0.929355839400862","0.828669771714479","0.930821820591804","0.919438796985197"
"KIRC","CLDN1","cg03601836","0.153342356131951","0.473450246420328","0.161529420693283","0.504745528874677","1.91404699370926"
"KIRC","CLDN1","cg25330387","0.00323128252820374","0.0566680144871551","0.00730530944291382","0.119218591603108","4.59529237724399"
"KIRC","CLDN19","cg19243533","0.817379182757242","0.926125360569101","0.817485160121198","0.928062862939524","1.12706152284689"
"KIRC","CLDN2","cg03790891","0.606531278000979","0.844816277863532","0.607186127961274","0.848500005923042","0.809459358956261"
"KIRC","CLDN2","cg04812249","0.245002445848731","0.57461160868741","0.249012538261963","0.588348535085548","1.58493273238066"
"KIRC","HLA-A","cg17608381","0.656514381702413","0.869053010993476","0.656978725371215","0.871586845037691","0.829399880273207"
"KIRC","HLA-A","cg20408505","0.471691212530522","0.763119402957738","0.47351123908851","0.769119183913194","1.37314730677858"
"KIRC","HLA-A","cg11946459","0.118785884829523","0.423614524706762","0.125222384793754","0.454310720848045","1.91058681393598"
"KIRC","HLA-C","cg11187245","0.212699540946861","0.542240139604245","0.217499400255194","0.561674275384293","1.65587964556638"
"KIRC","HLA-C","cg17096289","0.801734948150799","0.922901536941776","0.801870668119047","0.924323131756841","1.1388510677455"
"KIRC","HLA-C","cg18511546","0.230714552244852","0.55816990811354","0.2356897526393","0.574811750875244","1.66023141634161"
"KIRC","HLA-C","cg01517384","0.645320799800177","0.866573645445952","0.646094876209408","0.86860581183759","1.26848726637725"
"KIRC","HLA-C","cg23923934","0.288144372400812","0.624721229542614","0.292017600278847","0.637770781278152","1.56073805828514"
"KIRC","HLA-C","cg25954539","0.929292145120958","0.966299354439934","0.929296346210039","0.968017027302124","0.962861254196643"
"KIRC","HLA-DPA1","cg00750366","0.794590787399162","0.917135732017697","0.794708688393074","0.918173755026413","1.12748502311231"
"KIRC","HLA-DPA1","cg22483030","0.882153569625096","0.948561791264446","0.882171927993206","0.950965151735796","1.06420580347702"
"KIRC","HLA-DPA1","cg26350754","0.209046589615743","0.539845588568128","0.215100889217081","0.557932770044304","1.7619683209077"
"KIRC","HLA-DPA1","cg20617328","0.320869685531911","0.655690226956513","0.324899982628289","0.668577022045953","1.57971034422892"
"KIRC","HLA-DPA1","cg00798281","0.5323062035074","0.805670732184439","0.533957337998576","0.808891279904113","1.369722097406"
"KIRC","HLA-DPA1","cg12939283","0.0361984296351851","0.248731899540014","0.0422383461387569","0.290012615635846","2.43093356200317"
"KIRC","HLA-DPA1","cg09321817","0.653096324281197","0.869053010993476","0.653758739839542","0.871586845037691","1.25314389965646"
"KIRC","HLA-DPA1","cg01804934","0.217475903133143","0.547182411523432","0.22445778371442","0.568584752374914","0.543710590334412"
"KIRC","HLA-DPA1","cg14356799","0.359794257191784","0.687411792195684","0.36240965257608","0.696941639569385","1.44206501003125"
"KIRC","HLA-DPA1","cg00403478","0.893431710708173","0.951064297866056","0.893449293379993","0.952784781934138","0.938235482947735"
"KIRC","HLA-DPA1","cg02286081","0.202395684501091","0.53561921010987","0.207438661724336","0.555363170920503","1.68911001485494"
"KIRC","HLA-DPB1","cg00750366","0.794590787399162","0.917135732017697","0.794708688393074","0.918173755026413","1.12748502311231"
"KIRC","HLA-DPB1","cg22483030","0.882153569625096","0.948561791264446","0.882171927993206","0.950965151735796","1.06420580347702"
"KIRC","HLA-DPB1","cg26350754","0.209046589615743","0.539845588568128","0.215100889217081","0.557932770044304","1.7619683209077"
"KIRC","HLA-DPB1","cg12939283","0.0361984296351851","0.248731899540014","0.0422383461387569","0.290012615635846","2.43093356200317"
"KIRC","HLA-DPB1","cg14356799","0.359794257191784","0.687411792195684","0.36240965257608","0.696941639569385","1.44206501003125"
"KIRC","HLA-DPB1","cg02286081","0.202395684501091","0.53561921010987","0.207438661724336","0.555363170920503","1.68911001485494"
"KIRC","HLA-DQA2","cg15496763","0.214927892638463","0.544267831573695","0.220426751098388","0.563151248686281","1.72020116866725"
"KIRC","HLA-DQA2","cg20821042","0.01421974900171","0.154705602564901","0.0242790243612253","0.231207348350166","4.39316010661841"
"KIRC","HLA-DRA","cg20724257","0.228331972884917","0.555465979585461","0.231976602526803","0.568782330381575","1.64302033889533"
"KIRC","HLA-DRA","cg25258233","0.477320103015046","0.76410282423018","0.479522391031663","0.770778125119295","1.41805826919452"
"KIRC","HLA-DRA","cg19248557","0.392064911157462","0.707424094348212","0.404207358424656","0.721798854329744","1.47314926868213"
"KIRC","HLA-DRA","cg26928531","0.719129425762428","0.897956509320779","0.728882237330618","0.905748322652669","1.17437862338997"
"KIRC","HLA-E","cg11594821","0.140866028324377","0.454718635387754","0.146153789198921","0.481038381817177","1.82626157819934"
"KIRC","ICAM1","cg26549174","0.676284958638249","0.879683001616906","0.676794663063568","0.882612351941945","1.22628575697374"
"KIRC","ITGAL","cg10522125","0.160066802792892","0.487249982594944","0.165893208421936","0.50761593722858","1.86967367389508"
"KIRC","ITGB2","cg22699620","0.00745768926140349","0.100721665312059","0.0110417727136753","0.15097079684502","3.12586192243955"
"KIRC","ITGB2","cg07274406","0.424889215632472","0.731980482851132","0.427768826788722","0.738265025912205","0.667694025167113"
"KIRC","ITGB8","cg14959425","0.500579892779445","0.78424183202113","0.502084422922995","0.788313555079015","1.33816081462691"
"KIRC","ITGB8","cg08412699","0.220608973979731","0.54972111589462","0.22459918684811","0.568584752374914","0.620625802804681"
"KIRC","JAM3","cg23030863","0.000253676426580088","0.0070969000293239","0.00126274909955457","0.0329717820439248","0.170851620043337"
"KIRC","JAM3","cg04913265","0.000124175213589675","0.00355867990165532","0.00110834042533788","0.0295977272675457","0.132293868447933"
"KIRC","L1CAM","cg13423140","0.137626130771932","0.452971158703137","0.149627427258201","0.484331203934948","2.34713750976123"
"KIRC","MPZL1","cg15210526","0.132705567782554","0.446788086373929","0.142792699358891","0.477237674270326","2.2084436979631"
"KIRC","NFASC","cg13098379","0.903308728866824","0.951064297866056","0.90332106134011","0.952784781934138","0.945545269157465"
"KIRC","NLGN1","cg22960621","0.064205625887144","0.315609949242091","0.0727829189337214","0.353989761963445","2.37998377148579"
"KIRC","NLGN3","cg07592828","0.783695038676096","0.912533486286627","0.78385035459386","0.91428144285137","0.875071938129516"
"KIRC","NRCAM","cg19055872","0.724405345495314","0.900768163514386","0.724524681358314","0.903965577910932","0.877028613045682"
"KIRC","NRCAM","cg26573382","0.520355604805209","0.7960642249748","0.521492211747953","0.800984769678228","0.773366423372158"
"KIRC","SDC2","cg12190613","0.0435456451445508","0.261051699208404","0.0497029301795415","0.304585011096654","0.436103822734483"
"KIRC","SDC2","cg27517823","0.0308588457081632","0.225212072714856","0.0356772561447153","0.270456619161551","0.437023779595643"
"KIRC","SDC2","cg16962683","0.359150728539084","0.687411792195684","0.362155384961632","0.696941639569385","0.676968370574083"
"KIRC","SDC3","cg14836522","0.0594381553941962","0.300705730060583","0.0650596636233698","0.339444169731606","2.41178567184721"
"KIRC","VCAN","cg14997132","0.302929274852147","0.644455952021888","0.307402185637683","0.656722851135049","1.58791381852555"
"KIRP","CD4","cg27478485","0.432140565613645","0.733764688722591","0.436746529155589","0.740515399361929","1.66163152540804"
"KIRP","CD40","cg01943874","0.0499530526483689","0.279499223151588","0.0602100425662951","0.331699968308185","0.354395278517001"
"KIRP","CD8A","cg11423206","0.546291580408029","0.813133708555719","0.547899963711432","0.820105041224118","0.732519186441579"
"KIRP","CLDN1","cg03601836","0.0773821023673327","0.341649268461673","0.0932354973256891","0.393724090186269","0.300931169090181"
"KIRP","CLDN1","cg25330387","0.0922263412342105","0.375137998589449","0.113030876968979","0.432610034001791","0.256245451873359"
"KIRP","CLDN1","cg00804587","0.0664072012782473","0.317905583236617","0.0886125642803178","0.389705085487694","0.244495517240187"
"KIRP","CLDN3","cg24419391","0.0101609243858148","0.123083362405489","0.0173629947719677","0.204015188570621","0.252181008620749"
"KIRP","CLDN3","cg12169661","0.168459477673165","0.489760457782428","0.178946559558488","0.521742450325616","0.472036832393669"
"KIRP","CLDN4","cg20038219","0.308301076792138","0.648905566857134","0.312528921066762","0.659102301466986","0.626904550789138"
"KIRP","CLDN4","cg23460250","0.0247652343607997","0.196872329578947","0.0329011962968207","0.258236269962607","0.317899463381118"
"KIRP","CLDN4","cg02936493","0.0133588919110463","0.149492361861709","0.0199391249628382","0.219381472735446","0.270463933049761"
"KIRP","HLA-A","cg17608381","0.0203862181920697","0.184260049043707","0.029965592773915","0.252337723092124","0.274996069799165"
"KIRP","HLA-A","cg11946459","0.0419063448594761","0.256458100051481","0.0517694298502887","0.308777056213651","0.340748656727338"
"KIRP","HLA-C","cg23366493","0.231787831179652","0.559241687137764","0.238434637515109","0.578844419587299","0.549309130831875"
"KIRP","HLA-C","cg00620824","0.8053692425926","0.922901536941776","0.805514948756733","0.924323131756841","0.871123132214079"
"KIRP","HLA-DMB","cg20600379","0.0863859738742884","0.361209754771308","0.0986038146806552","0.405103084789405","0.347521000590216"
"KIRP","HLA-DPA1","cg00798281","0.0174311576007635","0.169455204031181","0.0332043832697993","0.258378479086187","5.3268140413081"
"KIRP","HLA-DPA1","cg12939283","0.00163788349208976","0.0337633877755345","0.00543436242043051","0.0988545006885301","5.90079539344487"
"KIRP","HLA-DPA1","cg09321817","0.677874935952077","0.879956265249819","0.678810857208473","0.883045856838857","1.32424218681209"
"KIRP","HLA-DPA1","cg01804934","0.639502677259203","0.862704530171714","0.641246277090795","0.8670476128673","1.42874606237219"
"KIRP","HLA-DPA1","cg24287218","0.430415099893402","0.733764688722591","0.436288491801277","0.740515399361929","0.561728900897631"
"KIRP","HLA-DPA1","cg02286081","0.0175948035253197","0.169458148706973","0.0258636498168579","0.235579756083784","3.62557940776421"
"KIRP","HLA-DRA","cg20724257","0.0177899915111013","0.169945040858082","0.025134913524305","0.234393042786177","3.40322031888826"
"KIRP","HLA-E","cg09326440","0.153496683301988","0.473450246420328","0.161134105034337","0.504745528874677","2.02914406749523"
"KIRP","HLA-E","cg21176130","0.0725586887798722","0.334472248204401","0.0845617434279528","0.379236826442155","2.9811940427097"
"KIRP","ITGAL","cg09099830","0.849655420960261","0.935821870899482","0.849743219950271","0.937650714100327","1.13194477023195"
"KIRP","ITGAL","cg16391678","0.626398420275103","0.852715971591414","0.628914763459211","0.855294961880293","1.57325433223349"
"KIRP","ITGB2","cg08292120","0.655553389710055","0.869053010993476","0.656201442343152","0.871586845037691","0.79639223200874"
"KIRP","OCLN","cg17772163","0.000667156065212041","0.0163314245130031","0.00300284598023473","0.0630061433352822","0.143819832971562"
"KIRP","PDCD1","cg20805133","0.513582778334212","0.790904016438662","0.517078971483708","0.796288062245554","0.628900298746971"
"KIRP","PDCD1LG2","cg07211259","0.000971462870354449","0.0223817426013035","0.00548169155360744","0.0988545006885301","8.48800853086775"
"KIRP","PTPRC","cg15626828","0.775324406286091","0.908281333385999","0.775545459026008","0.912758948179528","0.85170503467898"
"KIRP","SDC1","cg22344841","0.0437712520546848","0.261072188651038","0.0540289952701334","0.315841141504511","0.337042470273104"
"KIRP","SELL","cg19853494","0.788186242860376","0.914233796012776","0.788394952037665","0.914828859057767","1.17105608727992"
"KIRP","VCAM1","cg24593324","0.739873388450012","0.906899752457517","0.740192831685029","0.907595566544324","1.19546775233143"
"KIRP","VCAM1","cg27544046","0.10528366882777","0.397775919204597","0.118442727044104","0.442403562675886","0.366001253430256"
"KIRP","VCAN","cg15114672","0.489434493441312","0.773481698447223","0.49128820914951","0.777810747705737","0.719213144328327"
"LGG","CD40","cg19839655","0.00282669561750358","0.0518963648526049","0.0038528510192582","0.0767305075869218","2.44512507035424"
"LGG","CD40","cg09053081","0.00147563696634933","0.0315249715538265","0.0021834466172805","0.0493374956789343","2.6710627693088"
"LGG","CD40","cg25239996","1.20195678019056e-06","5.23073783971816e-05","5.5804115588901e-06","0.000252191676219072","3.89081011097093"
"LGG","CD6","cg19307003","0.179154050403304","0.507260781382576","0.181577198507492","0.523065143088503","0.662536618583752"
"LGG","CD6","cg11435466","0.00156241883492271","0.032782895197039","0.00216239765002569","0.0493374956789343","2.49875460840321"
"LGG","CD86","cg01878435","0.00187650740035118","0.0370537609015754","0.00276338828138344","0.0601292820486211","2.69097206725125"
"LGG","CD8A","cg12606911","0.619148319857547","0.850876346003061","0.616405994703667","0.852817444279748","0.845835625481299"
"LGG","CD8A","cg02170525","3.12313038408131e-12","3.66967820129554e-09","3.7556018366242e-09","4.41283215803344e-06","9.25031566650847"
"LGG","CD8A","cg00670742","1.97909456851967e-06","7.75145372670202e-05","6.67748954139646e-06","0.000290594452264475","3.4882999132019"
"LGG","CD8A","cg22728534","2.29298678378747e-06","8.69115958371057e-05","1.01906912960316e-05","0.000374189446026159","3.86090924236596"
"LGG","CDH1","cg01251360","4.5378510572039e-06","0.000156822793888664","2.17734878482287e-05","0.000752466124166728","4.0956031875991"
"LGG","CLDN10","cg24529736","2.53951022203298e-10","7.01334658007574e-08","4.96743386790912e-08","9.4258177949891e-06","8.15819773333121"
"LGG","CLDN10","cg25702335","1.77568503474634e-08","1.58515842364062e-06","3.50418505170648e-07","3.16724418135009e-05","5.42548462546313"
"LGG","CLDN10","cg24545961","3.63135111898193e-09","3.8789432407307e-07","1.16937327363789e-07","1.52668177391613e-05","5.99173509093697"
